,product_name,price_RM,discount_percent,quantity_sold,original_price_RM,brand
159,Car DVR Vehicle Camera Video Driving Recorder 2.5 Inch Full HD 1080P Six Lights Night Camera Video Recorder Dash Cam,41.82,36,32000,65.34,other/unstated
160,SAFECAM X300 WIFI 3-Channel Dashcam 1080P Front + 720P Inner + 720P Rear Dashcam WIFI Control 24-H,189.0,55,33,420.0,safecam
161,🔥Limited Offer🔥 Car DVR 4'' Touch Screen Dash Cam 1296PHD 170° Wide Dual Lens Front & Rear Night Vision recording Record,21.8,49,17000,42.75,other/unstated
162,3 Channel Car DVR WIFI Recorder 1080P Dash Cam for Cars Rear View Camera for Vehicle Black Box Car Assecories Free Glasses,24.21,20,441,30.26,other/unstated
163,LOCAL Seller FULL HD Car Camera with Parking Mode Auto LOOP Long Lasting Standby Time,27.55,45,228,50.09,other/unstated
164,[Local Warranty 1 Year] Malaysia Version English Version 70mai M300 Car Recorder Dash Cam 1296P 140 FOV WDR App Control Parking Mode,185.0,78,418,840.91,70mai
165,DASH CAM 3 CAMERA RECORD SAFETY RECORDER CAR SAFE REVERSE,59.0,75,13000,236.0,other/unstated
166,70mai M300 Car Recorder Dash Cam FHD+ 1296p Support Parking Surveillance - (GREY/ ROSE GOLD/ NAVY),160.0,55,26,355.56,70mai
167,HD Car Dash Camera USB Front DVR Camera Dash Cam Car Recorder Car Camera Recorder,31.93,71,9,110.1,other/unstated
168,"Driving Recorder Front interior Rear Three lens onboard 4"" Screen 1080P Dash Cam Front+Interior+Rear Car Driving Recorder Suction Cup Mount",62.0,46,58,114.81,other/unstated
169,Dash Camera Car Video Recorder Dual Lens Camera (Front and Interior) Ultra Clear Day & Night 1080P FHD A68,79.0,53,5,168.09,other/unstated
170,[Add on Module] 70mai Interior Dash Cam FC02 Car Camera Recorder 1080P Full HD Resolution 130° View Infrared Night Vision,109.0,56,164,247.73,70mai
171,Dashcam Car Camera 4.0 Inch (Front/Inside/Rear) DVR Dash Cam Car Camera Video Recorder Night Vision Camcorder,50.0,32,6,73.53,other/unstated
172,New 1080P Full HD Dash Cam Car Video Driving Recorder with Center Console LCD Car DVR Video Recorder Parking Monitor,131.95,77,12,573.7,other/unstated
173,1440P Dash Camera Driving Recorder Car HD Camera Built-In DVR Recorder Dashcam Double Recording Hidden Monitoring,48.3,23,13000,62.73,other/unstated
174,MOTOROLA MDC400 Black Full HD (1080p) Car DVR Dash Cam Camera with Automatic Collision Detection and Recording,119.0,17,14000,143.37,other/unstated
175,EKLEVA HD Car Dash Cam 3.16-inch Dual-lens Driving Recorder Front Inside Camera G-sensor Hd Night Vision Wide-angle Car Dvr,124.61,13,22000,143.23,ekleva
176,"EKLEVA 11.3"" Car DVR Carplay Android Auto Dashcam 4K 3840*2160 Front And 1080P Rear Camera Voice Control BT FM GPS Recorder Dual lens",489.16,58,18,1164.67,ekleva
177,EKLEVA 5 inch Center Console Car DVR Camera With Rear View Camera HD 1080P Dash Cam Night Vision Wide Angle Video Recorder Auto Dashcam,122.63,27,24000,167.99,ekleva
178,AKEEYO 4K Motorcycle Dashcam AKY-710S,499.0,27,6,683.56,other/unstated
179,EKLEVA Dash Cam for Cars 3 Channel Car DVR HD 1080P Vehicle Dashcam Front and Rear Camera DVRs Video Recorder Registrator Black Box,157.24,31,372,227.88,ekleva
180,70mai A200 Dashcam Dual Channel Recording 1080P Full HD+ HDR | 24H Parking Surveillance,244.19,32,396,359.1,70mai
181,EKLEVA 3.0 Inch LCD Full HD 1080P Motorcycle DVR Dash Cam Front Rear Wide Angle View Video Recorder Motorbike Dashcam DVR,177.96,6,279,189.32,ekleva
182,70mai A200 Dash Cam Dual Channel (Front + Rear) 1080p Full HD+ HDR Support 24Hours Parking Surveillance & Apps Control,239.7,50,106,479.4,70mai
183,AZDOME M01PRO 1080P Full HD Dual Channel Front & Rear DashCam Night Vision ADAS Car Camera Driving Recorder,138.0,20,13,172.5,azdome
184,FHD 1080P dashcam Front and back car Camera dual lens recorder Asawin A12J night vision Auto cycle video 3.0 Inch IPS Screen,77.9,48,97,149.81,asawin
185,70mai Omni X200 360° Dashcam 4G GPS AI Parking Surveillance HDR Night Vision ADS Voice Control 60 FPS Car Finder,539.0,46,98,998.15,70mai
186,"2024 New 4"" Screen 1080P Dash Cam Front+Interior+Rear Car Driving Recorder Suction Cup Mount 行车记录仪",62.0,15,348,72.94,other/unstated
187,GOQ D90 3-Way Record Car Camera HD Recorder Front + Back + Interior Dashcam Video Cam Night Vision,89.0,50,181,178.0,other/unstated
188,"Clear car front and rear 360 Dashboard Camera Dash Cam DVR3"" Lens Driving Recorder with 2 Lenses Super Night Vision High Quality Durable  dashcam for car",82.4,59,416,200.98,other/unstated
189,EKLEVA 12 Inch Stream Media Mirror Car Camera Dual Lens FHD 1080P Car DVR Camera RearView Mirror Driving Video Recorder Dash Cam,222.77,53,10,473.98,ekleva
190,【Ready Stock】2.0 Inch Dash Camera Three Camera Lens Car DVR Vehicle Camera Full HD 1080P 3 IN 1 Dashcam Night Vision Video Recorder G-sensor Parking Monitor,108.9,55,30,242.0,other/unstated
191,Asawin H5C-ST 10 In Rear View Mirror Dash cam For Car Dvr Front And Back FULL Screen 24H Park Mode Touch Ips Reverse Image H5C,138.8,44,151,247.86,asawin
192,"Seicane 4K 10.26"" Car Carplay Dash Camera DVR Android Auto WiFi FM Rearview Camera Support Dual Lens H.265 1080P built-in Carplay and Android Auto Support 24H Park Mobile Phone play back",329.0,29,21,463.38,seicane
193,K6000 Car DVR 1080P Full Video Recorder Dashboard Camera LED Night Vision Video Registrator Dashcam Support TF Card,30.0,29,151,42.25,other/unstated
194,Dashcam 24H Touch Night Vision FULL HD 1080P Front And Rear Camera 4.0 Inch CAR DVR Mirror Digital Video Recorder Dvr Black Box,70.39,55,248,156.42,other/unstated
195,Blueskysea DV777 Dual Screen 1080P Full HD Motorcycle Dashcam 3 Inch Waterproof Mini Camera  with WiFi GPS Motorcycle Motor DVR Dash Cam Black Box,399.0,46,34,738.89,other/unstated
196,VSYS SYS WiFi motorbike Dash cam Dual 1080p FHD motorcycle DVR waterproof bike video recorder front and rear view camera system mini box easy installation,232.8,15,197,273.88,other/unstated
197,📸 3 Channel Dashcam Touchscreen DVR 1080P HD 3 Lens Dashcam Tricam Car Camera Recorder Dash Cam 170° Front Camcorder Rear View,109.9,47,74000,207.36,other/unstated
198,1296P HD dash cam car dashcam 3 camera reverse camera car camera recorder motorcycle dash cam 32G memory card,92.59,14,124,107.66,other/unstated
199,🔥Fast Delivery🔥2.2 Inch Auto Car Dash Cam Front and Rear Camera CAR DVR Car Video Recorder Vehicle Black Box FULL HD 1080P Night Vision Driver Recorder,33.47,58,49,79.69,other/unstated
200,FHD 1080P Wifi 3 Channel  Dashcam for Car Infrared Night Vision Panoramic 360° 24h Parking Monitor Dash Cam Driving Video Recorder,90.62,72,203,323.64,other/unstated
201,24H Record FHD 3 Camera Dashcam for Car Front + Interior + Back / Rear Dash Cam Night Vision Parking Mode Car DVR Driving video Recorder,90.8,47,100,171.32,other/unstated
202,Fast Shipping 2024 ETTRO XH202 Dash Cam 3 In 1 Car Camera DVR HD 1080P 170 Wide Angle Cycle Recorder G-Sensor,79.0,60,17,197.5,ettro
203,Front and Back 2 Camera Mirror Cam 3.2 inch Car DVR Rearview Mirror Driving Recorder 1080P Auto Dual Lens Dahscam Rearview Camera Car DVR,58.5,50,51,117.0,other/unstated
204,Sanlu High Definition Wifi Driving Recorder 4k 24 Hours Record Dashcam Driving Video Recorder Car Night Vision Panoramic Camera Front + Interior + Back / Rear 3 Channel,69.39,63,34000,187.54,other/unstated
205,South Ocean 24H Record 4 Channel WiFi Built-in GPS Dashcam FHD 1080P Front Left Right Rear With Infrared Night Vision Car Dash Cam,269.9,77,88,1173.48,southocean
206,✨ READY STOCK 70 mai Malaysia Version English Version 70mai Car Recorder Dashcam 1S 1080p HD Video 130 FOV Kereta Car Cam Record Kamera Kereta DVR Original 100%,67.77,17,26,81.65,70mai
207,70Mai [M300] 1296P HD Dashcam (Original),199.0,25,124,265.33,70mai
208,[OFFICIAL English Version MI 70MAI MALAYSIA WRTY] Xiaomi GPS ADAS Module Car DVR Camera Video For XIAOMI MI 70mai pro lite Dash Cam Pro English Version (English),59.0,17,188,71.08,70mai
209,Pioneer ND-DVR160s P1 Dashcam DVR Car Recorder 1080P CAR DASH CAM Front and Rear Camera,199.0,51,11,406.12,pioneer
210,DDPAI Z50 4K 2160P Dash Cam GPS Front + Rear Cam,649.0,41,45000,1100.0,ddpai
211,Dash Cam Front and Rear Car Dvr Dashcam Vehicle Black Box Car Camera Car Video Recorder Dual Dash Camera,62.9,59,318,153.41,other/unstated
212,3 CAMERA 1080P HD 3 Lens Car DVR Dash Cam G-Sensor Recorder+Rearview,74.5,36,12,116.41,other/unstated
213,"EKLEVA Wireless Apple CarPlay Dual Bluetooth DVR untuk motosikal 1080P + 1080P 5 ""IPS navigasi GPS mudah alih Android Auto Motorbike IPX7 kalis air",788.39,34,6,1194.53,ekleva
214,5Pin 2.5mm Jack HD 4 LED Rear View Camera For Car Dash Camera,17.55,77,63000,76.3,other/unstated
215,DDPAI N1 Dual Car Dashcam Front Rear Recording Car Dashcam 1296P Camera Dashcam,207.0,38,27,333.87,ddpai
216,70mai Rear Camera RC09 1080P for 70mai A400 Dashcam,105.0,78,123,477.27,70mai
217,70mai A810 4K Dash Cam Dual Vision Car Recorder with GPS ADAS [Pre-Order 14 Days],639.0,38,16,1030.65,70mai
218,"Clear Car Dashboard Camera Dash Cam Car Dashboard Camera Car DVR3"" Lens Driving Recorder with 2 Lenses Super Night Vision",82.4,46,298,152.59,other/unstated
219,EKLEVA Dash Cam Car DVR Camera Full HD 1080P Drive Video Recorder Registrator Auto Dashboard 1296P Dual Dashcam Black DVRs Box,121.65,53,19,258.83,ekleva
220,STAPON 1920x1080P Driving recorder dashCAM camera USB DVR for android unit ADAS Support Automatic loop recording Collision lock file S80,69.0,50,122,138.0,stapon
221,EKLEVA 1080P Android ADAS Dash Cam Car DVR Dash Camera USB DVR Loop Recording Car DashCam Night Version Video Recorder,67.5,59,74,164.63,ekleva
222,70mai A500s Dashcam Pro Plus + with Rear Camera [1944P Resolution | 5MP Camera | Built-in GPS with ADAS],339.0,45,77,616.36,70mai
223,EKLEVA Dashcam Car DVR Camera WIFI GPS Speed GPS coordinates 2K HD Night Vision Dash Cam 24H Parking Monitor Dash Cam Dashboard Camera Car Video Driving Recorder Vehicle Camera,216.28,50,51,432.56,ekleva
224,"Dashboard Camera Recorder Car Dash Cam 4"" Dashboard Camera Recorder Front Rear Dual Lens 170° Wide Angle Car Camera Driving Recorder Car Dash Cam 行车记录仪",69.9,35,18,107.54,other/unstated
225,"【Malaysia Spot Sale】1296P Dual Lens 4"" Touch Screen Car Dash Camera Recorder DVR Dash Cam Front and Rear Reverse Cam Recording Night Vision 170° degree Wide Angle Dashcam",92.0,17,98,110.84,other/unstated
226,Aitemay Car Rear View Camera 170 Fisheye Golden Lens AHD CVBS 1920x1080P/720P Full HD Night Vision Vehicle Reversing Front Cameras,38.44,55,45,85.42,aitemay
227,"EKLEVA 4 Inch IPS Touch Screen Dual Lens Dash Cam Full HD 1080P DVR Car DVR Backup Rear View Car Video Recorder Night Vision 170°Wide Angle, G-Sensor, WDR, Parking Monitor, Loop Recording, Motion Detection",125.66,55,10,279.24,ekleva
228,DDPAI Dash Cam Mini Pro 1296P Ultra HD Vehicle Drive Auto Video DVR Android Wifi Smart Connect Car Camera Recorder,149.0,36,149,232.81,ddpai
229,EKLEVA Car DVR Dash Camera Mini WIFI Dash Cam Digital Video Recorder Camcorder 1080P Night Version Novatek 96658 IMX 322 WiFi Hidden Dash Cam,116.27,47,291,219.38,ekleva
230,EKLEVA Dash Cam For Car 1080P HD Night Vision Car Camera Recorder Wi-Fi Hidden Dashcam Motion Detection dvr 170°FOV Camera For Car,110.86,50,261,221.72,ekleva
231,Original Car DVR 1080P Full HD WiFi ADAS G Sensor Car Dash Cam Camera Recorder Video Recorder for Android Car Player USB Night Vision Dash Cam Automatic Digital Full HD Video Dash Cam,18.69,50,63,37.38,other/unstated
232,VIOFO A119 v3 QHD 2K Dashcam With GPS Installation Available,439.0,58,283,1045.24,other/unstated
233,Podofo ADAS Auto DVR Camera HD 1080P Dash Camera USB Loop Record G-sensor  Car Recorder for Android,31.7,21,38,40.13,podofo
234,70mai M500 Dashcam Car Recorder 1944P Night Vision with ADAS 24 hours parking mode Voice and App Control,439.0,51,5,895.92,70mai
235,"3 channels 2K Car Camera Wifi Gps ADAS dash cam Asawin 2.45"" Touch Ips Screen Front And inside Rear Night Vision LDWS FCWS G-sensor Support 24H Park Mode",198.8,60,12,497.0,asawin
236,3 Lens (Front + Interior + Rear) Dash Camera Car Dash Cam Video Recorder Night Vision 1080P FHD GOQ D90,85.0,43,11,149.12,other/unstated
237,3 Channel Dash Cam For Car Camera Video Recorder Dashcam DVRs Black Box Dual Lens DVR With Rear View Camera 24H Parking Monitor,68.92,62,157000,181.37,other/unstated
238,[Local Seller] Wifi Dash Cam HD 1080P Car Recorder App Control 24 Hour Parking Monitoring,59.8,13,240000,68.74,other/unstated
239,70mai 1080P RC06 RC09 Rearview Cam for 70mai Dash Cam A800S A400S A500S Car Camera【Ready Stock】,85.0,78,15,386.36,70mai
240,[WIFI VERSION] ROADCAM WIFI X3 Budget Dash Cam Dual Channel Recording 1080P Full HD,99.0,10,140,110.0,other/unstated
241,WIFI VERSION Roadcam 3 Channels Car Recorder Dash Cam 1080P Camera Cycle Video Recorder Inside Front Rear View Camera Parking Monitor Reverse Camera,22.8,67,5,69.09,other/unstated
242,Vtopek FHD 1080P 2K USB Dash Cam ADAS DVR For Android Multimedia Car Player Hidden Type Loop Recording G-Sensor ﻿,45.2,50,8,90.4,other/unstated
243,70mai 1S D06 DashCam Wi-Fi DVR Car Camera Dash Cam 130° Angle SONY Starvis [24hr Parking Monitor],148.0,20,11,185.0,70mai
244,New 4.3Inch 1080P Full HD Dual Lens Car DVR Dash Cam Front and Rear Mirror Camera Video Recorder,64.0,62,270,168.42,other/unstated
245,Dual Lens Camera Car Recorder DVD Full 1080p HD Dash Cam Front+Rear Dual Cameras Camera DVR Car Recorder (NO COD!!!),54.0,17,798,65.06,other/unstated
246,Car DVR Dash Cam 3 Lens HD 1080P WIFI Driving Recorder Wide-Angle Night Vision Car Camera Loop Recording Mode 行车记录仪,84.24,70,288,280.8,other/unstated
247,24Hours 3-4 Channels Display Dashcam FHD Built-in WIFI Time Lapse Infrared Loop Recording Parking Monitor,99.5,70,10,331.67,other/unstated
248,3 Channel  Dashcam for Car FHD 1080P Wifi Dashcam Infrared Night Vision Panoramic 360° 24h Parking Monitor Dash Cam Driving Video Recorder,95.0,45,225,172.73,other/unstated
249,70mai Dashcam PRO PLUS+ A500S Car Recorder 1944P Rear Cam GPS App Control Night Vision Dual Vision A500s With RC06 Rear Camera Local Warranty 1 Year Malaysia Version English Version,128.0,62,67,336.84,70mai
250,Car DVR Dash Cam Full HD 1080P Dash Cam For DVD Android Player ADAS LDWS Navigation Unit Auto Audio Voice Alarm Video Recording,37.79,49,129,74.1,other/unstated
251,EKLEVA Android 12.0 2+32GB GPS Navigation  8 Core Car Dash Cam Carplay & Android Auto AUX Output BT WIFI With U Disk 1080P DVR Video Recorder Reversing Camera,579.9,11,21,651.57,ekleva
252,RED HORSE NEW 10 Inch Touch Screen Dash Cam Car DVR Mirror Video Recorder Car Dual Lens Recorder Dash Camera 行车记录仪,139.9,15,275,164.59,red horse
253,WIFI Dash Camera Night Vision Car DVR Recorders USB Front Dashcam DVR IOS Andoid Phone APP,48.35,41,569,81.95,other/unstated
254,"1080P Car Camera screen Vehicle Video Dash Cam Dual Lens front and rear Car DVR Driver Recorder 170° wide loop recording with waterproof HD rear camera 4"" Touch Screen Video Recorder Front  行车记录仪",68.9,57,17000,160.23,other/unstated
255,"EKLEVA 10.26"" 4K Car DVR Wireless CarPlay Android Auto WiFi AUX Dash Cam GPS FM Rearview Camera Video Recorder Dashboard",417.95,30,950,597.07,ekleva
256,EKLEVA 5 inch Center Console Car DVR Camera With Rear View Camera HD 1080P Dash Cam Night Vision Wide Angle Video Recorder Auto Dashcam,125.64,30,16,179.49,ekleva
257,Mini DASHCAM HD 1080P Wifi Car DVR Camera Video Recorder Dash Cam Night Vision G-sensor,92.69,32,37,136.31,other/unstated
258,"(Ship from Malaysia) 4"" Touch Screen Car Dash Cam 1296P Dual Lens  Video Recorder Front and Rear Reverse Camera Night Vision 170 degree Wide Angle Dashcam with 32G memory card",65.5,78,10,297.73,other/unstated
259,COOLDIN 4 Inch Three Lens Car DVR HD 1080P 170 Wide Angle G-Sensor Motion Detection With Rear View Camera Video Recorder Dashcam,99.0,44,92,176.79,cooldin
260,70mai dashcam LF10 Pro 2 Camera dashcam for car Front Dash Cam 24H Record FHD 2K UHD+1080P Rear Cam Night Vision 170° FOV WDR App Control Smart Wifi Loop Recording G-Sensor Auto Voice Prompt,215.55,3,11,222.22,70mai
261,【18 Months Warranty】FELEMENT dashcam LF9 Pro dashcam for car Front Dash Cam 24H Record FHD 2K UHD Night Vision 170° FOV WDR App Control Smart Enhanced Free Wifi Loop Recording G-Sensor Auto Voice Prompt,130.05,7,16,139.84,other/unstated
262,HD022 1296P HD WIFI DashCam for car App Control 2 lens dash cam Recorder front and rear camera Parking Mode 行车记录器,109.0,54,343,236.96,other/unstated
263,DDPai Dash Cam Mini 1080P HD Vehicle Drive Auto Video Built-in Wifi Smart Car Recorder Global Version,149.0,57,39,346.51,ddpai
264,"1080P Full HD Car Camera Front Loop Recording Car Camcorder Motion Detection Night Vision 140 Degree View Angle,With Or Not Card",34.46,5,83000,36.27,other/unstated
265,70mai S500 Rearview Dashcam & Rear Cam RC13,599.0,28,92,831.94,70mai
266,(5year warranty) 3-Way Record Car Camera Dashcam Front + Back + Interior Recorder Video Cam Night Vision G Sensor,75.74,62,10,199.32,other/unstated
267,"GPS  4K Dash Cam Wifi ADAS Car Camera Asawin A18 Front And Rear 2.35"" Touch Ips Screen Night Vision LDWS FCWS G-sensor Support 24H Park Mode",152.8,29,49,215.21,asawin
268,TiESFONG Car Dash Cam 4 Channel A99 FHD 1080P for Car DVR 360°Auto Video Recorder with Night Vision WiFi Support 24H Parking Monitor and 256GB card,384.57,38,914,620.27,tiesfong
269,【Ready Stock】3 Camera Lens Dashcam 3 Lens Car 1080P DVR HD Video Recorder with Front + Interior + Rear Camera Dashcam Parking Monitor,84.9,43,7,148.95,other/unstated
270,70Mai Dashcam Pro Plus+ A500s 1944P Super High Resolution 2” IPS Display 24 Hours Parking Monitoring Built-In GPS Compatible with 70Mai App,298.0,46,6,551.85,70mai
271,IROAD X6 DASH CAM FULL HD,990.0,66,595,2911.76,other/unstated
272,Car Dashcam A20 HD 1080P Dual Camera Front Rear Two Lens Dash Cam Night Vision Video Recorder,59.9,51,118,122.24,other/unstated
273,Let Me Swim GOU7 Car Dash Cam 2024 New Model Front and Rear 4K Ultra High Definition Monitoring Night Vision Enhancement Loop Video Reversing Image Parking Monitoring,54.9,75,8,219.6,other/unstated
274,AZDOME M580 2160P/5K Ultra HD Dual/Triple Channel Front & Rear & Cabin Dash Cam Night Vision Car Camera Driving Recorder,513.0,52,982,1068.75,azdome
275,Car DVR FHD 1080P Night Vision Upgraded 2.0 Inch Mini Car Screen Dash Camera Night Vision Dashboard Camera Parking Monitor,29.79,50,10,59.58,other/unstated
276,Car Dashcam Botslab by 360 dashcam G300H 1296P FHD Built-in GPS Car Recorded,332.22,58,119,791.0,botslab
277,RED HORSE 1080P Full HD X2 Smart WiFi Dash Cam Hidden DVR Camera Car Dash Cam Car Camera Recorder G-Sensor Phone App View 智能行车记录仪,79.9,45,16,145.27,red horse
278,DDPAI N1 Dual Car Dashcam Front Rear Recording Car Dashcam 1296P Camera,229.0,3,14,236.08,ddpai
279,4'' Dual Lens Car DVR Camera SUPER HD 1296P FHD Dashcam Front Back DVR Black Box Video Recorder,25.0,17,5,30.12,other/unstated
280,MEGA OFFER Voucher | 💥7Omai Car Recorder A500S DASHCAM PRO (APP Control)💥GPS Function💥ADAS Parking Mode💥1944p Dual Record💥Night Vision💥,349.0,14,22,405.81,other/unstated
281,Ettro AS602 Mini Car Camera HD 1080P Wifi DVR Dash Cam Night Vision G-sensor,56.05,54,11,121.85,ettro
282,"Hot dash cam W/ IR night vision loop recording & 2 ""IPS screen 1080p 3 cameras",54.0,27,6,73.97,other/unstated
283,DrNano Labcel A2 10 Inch Touch Screen dash cam for car English voice voice control Dual Lens 24H Loop Record,129.0,40,90,215.0,other/unstated
284,"新款2023超高清前后双镜头行车记录仪360度全景后置倒车影像夜视Kamera dash dwi-lensa depan dan belakang 2023 yang baharu, imej pembalikan belakang panorama 360 darjah, penglihatan malam",73.0,44,110,130.36,other/unstated
285,DDPai Dash Cam Mola N3 Pro GPS 1600P HD Vehicle Drive Front Rear DVR Android Wifi Smart Connect Car Camera Recorder,239.0,52,7,497.92,ddpai
286,"1080P FULL HD Mirror Car Dash Cam Front Video Camera Recorder (4.3"" LCD Screen Display)",49.9,73,76,184.81,other/unstated
287,Driving Recorder Front interior Rear onboard Dashcam car front and rear 360 HD 1080P camera night vision dual view DVR Driving video Recorder 行车记录器,298.0,70,27,993.33,other/unstated
288,[Local Warranty 1 Year] Malaysia Version English Version 70mai Car Recorder Dashcam 1S 1080p HD Video 130 FOV Kereta Car Cam Record,59.9,54,537,130.22,70mai
289,[Local Warranty 1 Year] Malaysia Version English Version 70mai Car Recorder Dashcam 1S 1080p HD Video 130 FOV Kereta Car Cam Record,59.9,53,39,127.45,70mai
290,Wireless Car Rear View 2.4G Wifi Camera 170 Degree Reversing Camera HD Night Vision Waterproof Dash Cam for 12V 24V Vehicles,57.25,46,19,106.02,other/unstated
291,24 Hours Record 3 Camera Dashcam for Car Front + Interior + Rear 1080P HD  Dash Cam Night Vision Parking Mode Car DVR Driving video Recorder,65.0,57,6,151.16,other/unstated
292,Car DVR 3 Cameras Lens 4.0 Inch Dash Camera 1080P Dual Lens support Rearview Camera Video Recorder Auto Registrator G sensors Night Vision TF 32G,74.1,47,377,139.81,other/unstated
293,70mai A500s Dash Cam Pro Plus+ 1944P QHD+ Support Dual Channel Recording ( Front + Rear ) with Built-In GPS & ADAS,346.2,28,901,480.83,70mai
294,EKLEVA 12 Inch  AHD 4K Car Dash Cam Rearview Mirror 3 Cameras Video Recorder Support CarPlay WIFI Bluetooth Connection GPS Car DVR,449.73,64,6,1249.25,ekleva
295,EKLEVA Car Perfume 1080P Dash Cam Air Fresher Car DVR HD Night Vision Camera Video Recorder Auto With Rear View Camera Vehicle Dvr,148.02,15,885,174.14,ekleva
296,HWHD001 3'' inch Motorcycle DVR dual Dash Cam 720P+480P Front and Rear View Recorder G-Sensor Wide Angle with Night Vision,129.0,55,248,286.67,other/unstated
297,STAPON dashcam 1280x720p USB DVR for android unit ADAS Automatic loop recording Collision lock file S15,37.32,36,19,58.31,stapon
298,Gnet G-onx 2ch dual channel dashcam dvr car recorder made in korea 24hr 2 year warranty Adas parking camera,690.0,51,6,1408.16,gnet
299,DDPAI Mini Pro Dashcam - Original 1 Year Warranty by DDPAI Malaysia,139.0,41,30,235.59,ddpai
300,EKLEVA 4K Dash Camera Car DVR Video Recorder Ultra HD 2160P Gesture APP GPS Track WiFi Night Vision Dashcam Support 1080P Rear Camera Gesture photo Function,401.9,53,14,855.11,ekleva
301,【Ready Stock】70mai 1080P RC06 Rearview Cam for 70mai Dash Cam A500S A800 A800S,99.0,17,12,119.28,70mai
302,📸 Car Camera Recorder 3 Channel Touchscreen DVR 1080P HD 3 Lens Dashcam Tricam Dash Cam 170° Front Camcorder Rear View,109.9,30,368,157.0,other/unstated
303,70mai M300 Dashcam Car Recorder 3MP 1296P 140 FOV WDR App&Voice Control Parking Mode Emergency Recording/Loop Recording Dash Camera With 32G/64G/128G TF Card,199.0,46,12,368.52,70mai
304,70mai A500s Dashcam Pro Plus+ Built-in GPS Car Recorder 1944P Dual Record A500 Night Vision ADAS Parking Mode App Access,380.0,52,12,791.67,70mai
305,70mai A800 / A800S 4K Smart Dash Cam Built-in GPS ADAS Camera UHD Cinema-quality Image 24H Parking SONY IMX415 140FOV,554.0,50,8,1108.0,70mai
306,[Ready Stock] 70mai A800S Dual vision 4K Dash Cam APP Control ADAS Built in GPS Night Vision A800,569.0,53,351,1210.64,70mai
307,FHD 1080P Wifi 3 Channel Dashcam Infrared Night Vision Panoramic 360° 24h Parking Monitor Dash Cam,90.9,64,16,252.5,other/unstated
308,FHD 1080P Wifi 3 Channel Dashcam Infrared Night Vision Panoramic 360° 24h Parking Monitor Dash Cam,85.9,39,5,140.82,other/unstated
309,Dash Cam for Cars Free 64GB Dash Cam 360 Degrees Car DVR WiFi GPS 24h Parking Monitor 4 Lens HD 1080P Video Recorder APP Control,300.19,45,18,545.8,other/unstated
310,"10.26"" Touch Screen 4K Dash Cam Dual Len Front&Rear Camera Wireless Carplay Android Auto Car DVR WIFI Dashcam Aux Car Stereo",220.75,30,15,315.36,other/unstated
311,[New Launch] 70mai A510 Dash Cam Dual Vision Car Recorder with GPS ADAS [Malaysia Autoshow 2024],409.0,16,18,486.9,70mai
312,EKLEVA 3 Inch IPS WIFI Dash Cam car Dvr HD 1080P 170 Wide Angle Super Night Vision Mobile Internet Front Carbin Rear View 3 lens Black Box,153.81,43,6,269.84,ekleva
313,行车记录仪24H Record 1080P GPS Dashcam for Car Dash Cam Dual Camera Front & Back With Night Vision WDR APP DVR Mini Car Camera Recorder 停车监控 大马现货 正品保障 售后无忧 12H发货 高清摄像头前部+内部+后部三录像3 Camera Dashcam for Car Front + Interior + Back,107.64,30,39,153.77,other/unstated
314,🔥4K UHD Premium Dash Cam🔥X70 Wifi DashCam Front 4K•2K Video Quality & Rear 1080p,489.0,64,15,1358.33,other/unstated
315,JaneDream 3.0  LCD 720P Car DVR Dash Camera Video Recorder G-sensor 170° Night Vision,38.23,56,116,86.89,other/unstated
316,Camera Car Dashcam Dash Cam 1080P HD Car Camera Recorder Night Vision Car Cam 170° Wide Angle Driving Recorder 行车记录仪,14.9,32,28,21.91,other/unstated
317,Reverse image Dashcam HD 4 Pin Small Butterfly Dashcam HD Night Vision waterproof sun protection,13.61,27,15,18.64,other/unstated
318,♕12H发货♕大马现货1080P 高清行车记录仪 带红外夜视 通道循环录制 2英寸最高支持32G内存 前部+内部+后部三录 多语言 HD Car Dashcam Dash Cam 1080P Car Camera Recorder Night Vision Car View Cam Wide Angle Driving Recorder,107.64,50,12,215.28,other/unstated
319,Auto Dash Camera Useful Loop Recording USB2.0 Interface Car Driving Recorder Dash Cam Auto Supplies,97.66,42,11,168.38,other/unstated
320,High Definition Wifi Driving Recorder 360 Front And Rear Dual Lens Ultra High Definition 1080p Camera,78.45,78,38,356.59,other/unstated
321,1080P Dual Lens Dashcam Car Camera Recorder Dash Cam Car HD 170° Front Dashboard Camera Rear View Camera Front and Rear Dual Channel Recording,75.9,15,13,89.29,other/unstated
322,70mai Dashcam Pro Plus+ A500S Car Recorder 1944P Rear Cam A500 Night Vision ADAS Parking Mode App Access,299.0,64,34000,830.56,70mai
323,⭐ [100% ORIGINAL] ⭐ Eonon 720P Dashcam USB Front DVR Recorder Dash Camera Compatible with All Eonon Android Car player R0020,110.28,36,710,172.31,other/unstated
324,"2K Dash Cam Wifi Gps ADAS Car Camera Asawin 2.45"" Touch Ips Screen Front And Rear Night Vision LDWS FCWS G-sensor Support 24H Park Mode",168.8,9,233,185.49,asawin
325,70mai A800S 4K Dash Cam Rear Cam Dual Vision Global Version A800 Adas Parking App Control GPS Built in,109.9,18,20,134.02,70mai
